,assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,local_fna,filename,is_synecho
556,GCA_001698435.1,PRJNA329640,SAMN05416363,MBRD00000000.1,derived from environmental source,na,,1881015,1881015,Nostoc sp. MBR 210,,MBR 210,latest,Scaffold,Major,Full,2016/08/03,ASM169843v1,Singapore-MIT Alliance for Research and Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/435/GCA_001698435.1_ASM169843v1,./genbank/bacteria/GCA_001698435.1/GCA_001698435.1_ASM169843v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001698435.1_ASM169843v1_genomic.fna,GCA_001698435.1_ASM169843v1,False
557,GCA_000332295.1,PRJNA158817,SAMN02261254,ANFJ00000000.1,,representative genome,assembly from type material,643473,1892405,Fortiea contorta PCC 7126,strain=PCC 7126,,latest,Scaffold,Major,Full,2013/01/22,ASM33229v1,JGI,GCF_000332295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/295/GCA_000332295.1_ASM33229v1,./genbank/bacteria/GCA_000332295.1/GCA_000332295.1_ASM33229v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_000332295.1_ASM33229v1_genomic.fna,GCA_000332295.1_ASM33229v1,False
558,GCA_002282935.1,PRJNA340134,SAMN05645814,MTBT00000000.1,derived from environmental source,na,,1895004,1895004,Microcystis sp. LSC13-02,,LSC13-02,latest,Scaffold,Major,Full,2017/08/31,ASM228293v1,University of Michigan,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/282/935/GCA_002282935.1_ASM228293v1,./genbank/bacteria/GCA_002282935.1/GCA_002282935.1_ASM228293v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002282935.1_ASM228293v1_genomic.fna,GCA_002282935.1_ASM228293v1,False
559,GCA_001917235.1,PRJNA321218,SAMN05717309,MNTZ00000000.1,derived from metagenome,na,,1896966,1896966,Acinetobacter sp. CAG:196_36_41,,CAG:196_36_41,latest,Scaffold,Major,Full,2016/12/23,ASM191723v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/917/235/GCA_001917235.1_ASM191723v1,./genbank/bacteria/GCA_001917235.1/GCA_001917235.1_ASM191723v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001917235.1_ASM191723v1_genomic.fna,GCA_001917235.1_ASM191723v1,False
560,GCA_001917115.1,PRJNA321218,SAMN05717302,MNTS00000000.1,derived from metagenome,na,,1897008,1897008,Candidatus Melainabacteria bacterium 35_41,,35_41,latest,Contig,Major,Full,2016/12/23,ASM191711v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/917/115/GCA_001917115.1_ASM191711v1,./genbank/bacteria/GCA_001917115.1/GCA_001917115.1_ASM191711v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001917115.1_ASM191711v1_genomic.fna,GCA_001917115.1_ASM191711v1,False
561,GCA_001765415.1,PRJNA321218,SAMN05425469,,derived from metagenome,na,,1899017,1899017,Candidatus Melainabacteria bacterium MEL.A1,,MEL.A1,latest,Complete Genome,Major,Full,2016/10/13,ASM176541v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/765/415/GCA_001765415.1_ASM176541v1,./genbank/bacteria/GCA_001765415.1/GCA_001765415.1_ASM176541v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001765415.1_ASM176541v1_genomic.fna,GCA_001765415.1_ASM176541v1,False
562,GCA_001899335.1,PRJNA347484,SAMN05890510,MOYE00000000.1,derived from metagenome,na,,1906137,1906137,Candidatus Gastranaerophilus phascolarctosicola,,Zag_221,latest,Scaffold,Major,Full,2016/12/09,ASM189933v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/899/335/GCA_001899335.1_ASM189933v1,./genbank/bacteria/GCA_001899335.1/GCA_001899335.1_ASM189933v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001899335.1_ASM189933v1_genomic.fna,GCA_001899335.1_ASM189933v1,False
563,GCA_001899315.1,PRJNA347481,SAMN05890506,MOYA00000000.1,derived from metagenome,na,,1906157,1906157,Candidatus Obscuribacter phosphatis,,EBPR_351,latest,Scaffold,Major,Full,2016/12/09,ASM189931v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/899/315/GCA_001899315.1_ASM189931v1,./genbank/bacteria/GCA_001899315.1/GCA_001899315.1_ASM189931v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001899315.1_ASM189931v1_genomic.fna,GCA_001899315.1_ASM189931v1,False
564,GCA_001899385.1,PRJNA347483,SAMN05890507,MOYB00000000.1,derived from metagenome,na,,1906166,1906166,Candidatus Caenarcanum bioreactoricola,,UASB_169,latest,Scaffold,Major,Full,2016/12/09,ASM189938v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/899/385/GCA_001899385.1_ASM189938v1,./genbank/bacteria/GCA_001899385.1/GCA_001899385.1_ASM189938v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001899385.1_ASM189938v1_genomic.fna,GCA_001899385.1_ASM189938v1,False
565,GCA_001899395.1,PRJNA347484,SAMN05890511,MOYD00000000.1,derived from metagenome,na,,1906167,1906167,Candidatus Gastranaerophilales bacterium Zag_111,,Zag_111,latest,Scaffold,Major,Full,2016/12/09,ASM189939v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/899/395/GCA_001899395.1_ASM189939v1,./genbank/bacteria/GCA_001899395.1/GCA_001899395.1_ASM189939v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001899395.1_ASM189939v1_genomic.fna,GCA_001899395.1_ASM189939v1,False
566,GCA_001899425.1,PRJNA347487,SAMN05890514,MOYF00000000.1,derived from metagenome,na,,1906168,1906168,Candidatus Gastranaerophilales bacterium MH_37,,MH_37,latest,Scaffold,Major,Full,2016/12/09,ASM189942v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/899/425/GCA_001899425.1_ASM189942v1,./genbank/bacteria/GCA_001899425.1/GCA_001899425.1_ASM189942v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001899425.1_ASM189942v1_genomic.fna,GCA_001899425.1_ASM189942v1,False
567,GCA_001899365.1,PRJNA347484,SAMN05890512,MOYC00000000.1,derived from metagenome,na,,1906169,1906169,Candidatus Gastranaerophilales bacterium Zag_1,,Zag_1,latest,Scaffold,Major,Full,2016/12/09,ASM189936v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/899/365/GCA_001899365.1_ASM189936v1,./genbank/bacteria/GCA_001899365.1/GCA_001899365.1_ASM189936v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_001899365.1_ASM189936v1_genomic.fna,GCA_001899365.1_ASM189936v1,False
569,GCA_002103055.1,PRJNA348149,SAMN05904571,DAAZ00000000.1,derived from metagenome,na,,1916214,1916214,Candidatus Gastranaerophilales bacterium HUM_2,,HUM_2,latest,Scaffold,Major,Full,2017/04/21,ASM210305v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/103/055/GCA_002103055.1_ASM210305v1,./genbank/bacteria/GCA_002103055.1/GCA_002103055.1_ASM210305v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002103055.1_ASM210305v1_genomic.fna,GCA_002103055.1_ASM210305v1,False
570,GCA_002103035.1,PRJNA348149,SAMN05904593,DABT00000000.1,derived from metagenome,na,,1916215,1916215,Candidatus Gastranaerophilales bacterium HUM_22,,HUM_22,latest,Scaffold,Major,Full,2017/04/21,ASM210303v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/103/035/GCA_002103035.1_ASM210303v1,./genbank/bacteria/GCA_002103035.1/GCA_002103035.1_ASM210303v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002103035.1_ASM210303v1_genomic.fna,GCA_002103035.1_ASM210303v1,False
571,GCA_002102995.1,PRJNA348149,SAMN05904582,DABI00000000.1,derived from metagenome,na,,1916216,1916216,Candidatus Gastranaerophilales bacterium HUM_11,,HUM_11,latest,Scaffold,Major,Full,2017/04/21,ASM210299v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/995/GCA_002102995.1_ASM210299v1,./genbank/bacteria/GCA_002102995.1/GCA_002102995.1_ASM210299v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102995.1_ASM210299v1_genomic.fna,GCA_002102995.1_ASM210299v1,False
572,GCA_002102975.1,PRJNA348149,SAMN05904574,DABA00000000.1,derived from metagenome,na,,1916217,1916217,Candidatus Gastranaerophilales bacterium HUM_3,,HUM_3,latest,Contig,Major,Full,2017/04/21,ASM210297v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/975/GCA_002102975.1_ASM210297v1,./genbank/bacteria/GCA_002102975.1/GCA_002102975.1_ASM210297v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102975.1_ASM210297v1_genomic.fna,GCA_002102975.1_ASM210297v1,False
573,GCA_002102985.1,PRJNA348149,SAMN05904575,DABB00000000.1,derived from metagenome,na,,1916218,1916218,Candidatus Gastranaerophilales bacterium HUM_4,,HUM_4,latest,Scaffold,Major,Full,2017/04/21,ASM210298v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/985/GCA_002102985.1_ASM210298v1,./genbank/bacteria/GCA_002102985.1/GCA_002102985.1_ASM210298v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102985.1_ASM210298v1_genomic.fna,GCA_002102985.1_ASM210298v1,False
574,GCA_002102955.1,PRJNA348149,SAMN05904590,DABQ00000000.1,derived from metagenome,na,,1916219,1916219,Candidatus Gastranaerophilales bacterium HUM_19,,HUM_19,latest,Scaffold,Major,Full,2017/04/21,ASM210295v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/955/GCA_002102955.1_ASM210295v1,./genbank/bacteria/GCA_002102955.1/GCA_002102955.1_ASM210295v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102955.1_ASM210295v1_genomic.fna,GCA_002102955.1_ASM210295v1,False
575,GCA_002102905.1,PRJNA348149,SAMN05904588,DABO00000000.1,derived from metagenome,na,,1916220,1916220,Candidatus Gastranaerophilales bacterium HUM_17,,HUM_17,latest,Scaffold,Major,Full,2017/04/21,ASM210290v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/905/GCA_002102905.1_ASM210290v1,./genbank/bacteria/GCA_002102905.1/GCA_002102905.1_ASM210290v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102905.1_ASM210290v1_genomic.fna,GCA_002102905.1_ASM210290v1,False
576,GCA_002102875.1,PRJNA348149,SAMN05904584,DABK00000000.1,derived from metagenome,na,,1916221,1916221,Candidatus Gastranaerophilales bacterium HUM_13,,HUM_13,latest,Scaffold,Major,Full,2017/04/21,ASM210287v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/875/GCA_002102875.1_ASM210287v1,./genbank/bacteria/GCA_002102875.1/GCA_002102875.1_ASM210287v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102875.1_ASM210287v1_genomic.fna,GCA_002102875.1_ASM210287v1,False
577,GCA_002102895.1,PRJNA348149,SAMN05904594,DABU00000000.1,derived from metagenome,na,,1916222,1916222,Candidatus Gastranaerophilales bacterium HUM_23,,HUM_23,latest,Scaffold,Major,Full,2017/04/21,ASM210289v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/895/GCA_002102895.1_ASM210289v1,./genbank/bacteria/GCA_002102895.1/GCA_002102895.1_ASM210289v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102895.1_ASM210289v1_genomic.fna,GCA_002102895.1_ASM210289v1,False
578,GCA_002102885.1,PRJNA348149,SAMN05904587,DABN00000000.1,derived from metagenome,na,,1916223,1916223,Candidatus Gastranaerophilales bacterium HUM_16,,HUM_16,latest,Scaffold,Major,Full,2017/04/21,ASM210288v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/885/GCA_002102885.1_ASM210288v1,./genbank/bacteria/GCA_002102885.1/GCA_002102885.1_ASM210288v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102885.1_ASM210288v1_genomic.fna,GCA_002102885.1_ASM210288v1,False
579,GCA_002102815.1,PRJNA348149,SAMN05904586,DABM00000000.1,derived from metagenome,na,,1916224,1916224,Candidatus Gastranaerophilales bacterium HUM_15,,HUM_15,latest,Scaffold,Major,Full,2017/04/21,ASM210281v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/815/GCA_002102815.1_ASM210281v1,./genbank/bacteria/GCA_002102815.1/GCA_002102815.1_ASM210281v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102815.1_ASM210281v1_genomic.fna,GCA_002102815.1_ASM210281v1,False
580,GCA_002102825.1,PRJNA348149,SAMN05904583,DABJ00000000.1,derived from metagenome,na,,1916225,1916225,Candidatus Gastranaerophilales bacterium HUM_12,,HUM_12,latest,Scaffold,Major,Full,2017/04/21,ASM210282v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/825/GCA_002102825.1_ASM210282v1,./genbank/bacteria/GCA_002102825.1/GCA_002102825.1_ASM210282v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102825.1_ASM210282v1_genomic.fna,GCA_002102825.1_ASM210282v1,False
581,GCA_002102805.1,PRJNA348149,SAMN05904577,DABD00000000.1,derived from metagenome,na,,1916226,1916226,Candidatus Gastranaerophilales bacterium HUM_6,,HUM_6,latest,Scaffold,Major,Full,2017/04/21,ASM210280v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/805/GCA_002102805.1_ASM210280v1,./genbank/bacteria/GCA_002102805.1/GCA_002102805.1_ASM210280v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102805.1_ASM210280v1_genomic.fna,GCA_002102805.1_ASM210280v1,False
582,GCA_002102795.1,PRJNA348149,SAMN05904585,DABL00000000.1,derived from metagenome,na,,1916227,1916227,Candidatus Gastranaerophilales bacterium HUM_14,,HUM_14,latest,Scaffold,Major,Full,2017/04/21,ASM210279v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/795/GCA_002102795.1_ASM210279v1,./genbank/bacteria/GCA_002102795.1/GCA_002102795.1_ASM210279v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102795.1_ASM210279v1_genomic.fna,GCA_002102795.1_ASM210279v1,False
583,GCA_002102735.1,PRJNA348149,SAMN05904578,DABE00000000.1,derived from metagenome,na,,1916228,1916228,Candidatus Gastranaerophilales bacterium HUM_7,,HUM_7,latest,Scaffold,Major,Full,2017/04/21,ASM210273v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/735/GCA_002102735.1_ASM210273v1,./genbank/bacteria/GCA_002102735.1/GCA_002102735.1_ASM210273v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102735.1_ASM210273v1_genomic.fna,GCA_002102735.1_ASM210273v1,False
584,GCA_002102745.1,PRJNA348149,SAMN05904581,DABH00000000.1,derived from metagenome,na,,1916229,1916229,Candidatus Gastranaerophilales bacterium HUM_10,,HUM_10,latest,Scaffold,Major,Full,2017/04/21,ASM210274v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/745/GCA_002102745.1_ASM210274v1,./genbank/bacteria/GCA_002102745.1/GCA_002102745.1_ASM210274v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102745.1_ASM210274v1_genomic.fna,GCA_002102745.1_ASM210274v1,False
585,GCA_002102725.1,PRJNA348149,SAMN05904579,DABF00000000.1,derived from metagenome,na,,1916230,1916230,Candidatus Gastranaerophilales bacterium HUM_8,,HUM_8,latest,Scaffold,Major,Full,2017/04/21,ASM210272v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/725/GCA_002102725.1_ASM210272v1,./genbank/bacteria/GCA_002102725.1/GCA_002102725.1_ASM210272v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102725.1_ASM210272v1_genomic.fna,GCA_002102725.1_ASM210272v1,False
586,GCA_002102715.1,PRJNA348149,SAMN05904589,DABP00000000.1,derived from metagenome,na,,1916231,1916231,Candidatus Gastranaerophilales bacterium HUM_18,,HUM_18,latest,Scaffold,Major,Full,2017/04/21,ASM210271v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/715/GCA_002102715.1_ASM210271v1,./genbank/bacteria/GCA_002102715.1/GCA_002102715.1_ASM210271v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102715.1_ASM210271v1_genomic.fna,GCA_002102715.1_ASM210271v1,False
587,GCA_002102645.1,PRJNA348149,SAMN05904591,DABR00000000.1,derived from metagenome,na,,1916232,1916232,Candidatus Gastranaerophilales bacterium HUM_20,,HUM_20,latest,Scaffold,Major,Full,2017/04/21,ASM210264v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/102/645/GCA_002102645.1_ASM210264v1,./genbank/bacteria/GCA_002102645.1/GCA_002102645.1_ASM210264v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002102645.1_ASM210264v1_genomic.fna,GCA_002102645.1_ASM210264v1,False
588,GCA_002103135.1,PRJNA348149,SAMN05904592,DABS00000000.1,derived from metagenome,na,,1916319,1916319,Candidatus Gastranaerophilales bacterium HUM_21,,HUM_21,latest,Scaffold,Major,Full,2017/04/21,ASM210313v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/103/135/GCA_002103135.1_ASM210313v1,./genbank/bacteria/GCA_002103135.1/GCA_002103135.1_ASM210313v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002103135.1_ASM210313v1_genomic.fna,GCA_002103135.1_ASM210313v1,False
589,GCA_002103075.1,PRJNA348149,SAMN05904580,DABG00000000.1,derived from metagenome,na,,1916320,1916320,Candidatus Gastranaerophilales bacterium HUM_9,,HUM_9,latest,Contig,Major,Full,2017/04/21,ASM210307v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/103/075/GCA_002103075.1_ASM210307v1,./genbank/bacteria/GCA_002103075.1/GCA_002103075.1_ASM210307v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002103075.1_ASM210307v1_genomic.fna,GCA_002103075.1_ASM210307v1,False
590,GCA_002103085.1,PRJNA348149,SAMN05904576,DABC00000000.1,derived from metagenome,na,,1916321,1916321,Candidatus Gastranaerophilales bacterium HUM_5,,HUM_5,latest,Scaffold,Major,Full,2017/04/21,ASM210308v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/103/085/GCA_002103085.1_ASM210308v1,./genbank/bacteria/GCA_002103085.1/GCA_002103085.1_ASM210308v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002103085.1_ASM210308v1_genomic.fna,GCA_002103085.1_ASM210308v1,False
591,GCA_002103105.1,PRJNA348149,SAMN05904540,DAAY00000000.1,derived from metagenome,na,,1916322,1916322,Candidatus Gastranaerophilales bacterium HUM_1,,HUM_1,latest,Scaffold,Major,Full,2017/04/21,ASM210310v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/103/105/GCA_002103105.1_ASM210310v1,./genbank/bacteria/GCA_002103105.1/GCA_002103105.1_ASM210310v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_002103105.1_ASM210310v1_genomic.fna,GCA_002103105.1_ASM210310v1,False
593,GCA_003021605.1,PRJNA351262,SAMN06020722,PXPJ00000000.1,derived from metagenome,na,,1919119,1919119,Cyanobacteria bacterium QH_1_48_107,,QH_1_48_107,latest,Scaffold,Major,Full,2018/03/27,ASM302160v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/021/605/GCA_003021605.1_ASM302160v1,./genbank/bacteria/GCA_003021605.1/GCA_003021605.1_ASM302160v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003021605.1_ASM302160v1_genomic.fna,GCA_003021605.1_ASM302160v1,False
594,GCA_003021585.1,PRJNA351262,SAMN06020723,PXPK00000000.1,derived from metagenome,na,,1919120,1919120,Cyanobacteria bacterium QH_10_48_56,,QH_10_48_56,latest,Scaffold,Major,Full,2018/03/27,ASM302158v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/021/585/GCA_003021585.1_ASM302158v1,./genbank/bacteria/GCA_003021585.1/GCA_003021585.1_ASM302158v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003021585.1_ASM302158v1_genomic.fna,GCA_003021585.1_ASM302158v1,False
595,GCA_003021545.1,PRJNA351262,SAMN06020724,PXPL00000000.1,derived from metagenome,na,,1919121,1919121,Cyanobacteria bacterium QH_2_48_84,,QH_2_48_84,latest,Scaffold,Major,Full,2018/03/27,ASM302154v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/021/545/GCA_003021545.1_ASM302154v1,./genbank/bacteria/GCA_003021545.1/GCA_003021545.1_ASM302154v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003021545.1_ASM302154v1_genomic.fna,GCA_003021545.1_ASM302154v1,False
596,GCA_003021535.1,PRJNA351262,SAMN06020725,PXPM00000000.1,derived from metagenome,na,,1919122,1919122,Cyanobacteria bacterium QH_3_48_40,,QH_3_48_40,latest,Scaffold,Major,Full,2018/03/27,ASM302153v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/021/535/GCA_003021535.1_ASM302153v1,./genbank/bacteria/GCA_003021535.1/GCA_003021535.1_ASM302153v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003021535.1_ASM302153v1_genomic.fna,GCA_003021535.1_ASM302153v1,False
597,GCA_003022265.1,PRJNA351262,SAMN06020726,PXPN00000000.1,derived from metagenome,na,,1919123,1919123,Cyanobacteria bacterium QH_6_48_35,,QH_6_48_35,latest,Scaffold,Major,Full,2018/03/27,ASM302226v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/022/265/GCA_003022265.1_ASM302226v1,./genbank/bacteria/GCA_003022265.1/GCA_003022265.1_ASM302226v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003022265.1_ASM302226v1_genomic.fna,GCA_003022265.1_ASM302226v1,False
598,GCA_003022245.1,PRJNA351262,SAMN06020727,PXPO00000000.1,derived from metagenome,na,,1919124,1919124,Cyanobacteria bacterium QH_7_48_89,,QH_7_48_89,latest,Scaffold,Major,Full,2018/03/27,ASM302224v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/022/245/GCA_003022245.1_ASM302224v1,./genbank/bacteria/GCA_003022245.1/GCA_003022245.1_ASM302224v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003022245.1_ASM302224v1_genomic.fna,GCA_003022245.1_ASM302224v1,False
599,GCA_003021525.1,PRJNA351262,SAMN06020728,PXPP00000000.1,derived from metagenome,na,,1919125,1919125,Cyanobacteria bacterium QH_8_48_120,,QH_8_48_120,latest,Scaffold,Major,Full,2018/03/27,ASM302152v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/021/525/GCA_003021525.1_ASM302152v1,./genbank/bacteria/GCA_003021525.1/GCA_003021525.1_ASM302152v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003021525.1_ASM302152v1_genomic.fna,GCA_003021525.1_ASM302152v1,False
600,GCA_003021925.1,PRJNA351262,SAMN06020729,PXPQ00000000.1,derived from metagenome,na,,1919126,1919126,Cyanobacteria bacterium QH_9_48_43,,QH_9_48_43,latest,Scaffold,Major,Full,2018/03/27,ASM302192v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/021/925/GCA_003021925.1_ASM302192v1,./genbank/bacteria/GCA_003021925.1/GCA_003021925.1_ASM302192v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003021925.1_ASM302192v1_genomic.fna,GCA_003021925.1_ASM302192v1,False
601,GCA_003022225.1,PRJNA351262,SAMN06020730,PXPR00000000.1,derived from metagenome,na,,1919127,1919127,Cyanobacteria bacterium QS_1_48_34,,QS_1_48_34,latest,Scaffold,Major,Full,2018/03/27,ASM302222v1,None,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/022/225/GCA_003022225.1_ASM302222v1,./genbank/bacteria/GCA_003022225.1/GCA_003022225.1_ASM302222v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003022225.1_ASM302222v1_genomic.fna,GCA_003022225.1_ASM302222v1,False
